Order_ID,Product,Category,Price,Quantity,City
25279,Headphones,Electronics,8851,2,Mumbai
25280,Headphones,Electronics,57084,3,Delhi
25281,Phone,Electronics,30657,5,Delhi
25282,Watch,Fashion,5702,5,Kolkata
25283,Phone,Electronics,39625,3,Bangalore
25284,Headphones,Electronics,46101,1,Hyderabad
25285,Headphones,Electronics,2977,2,Chennai
25286,Phone,Electronics,28699,4,Mumbai
25287,Laptop,Electronics,44185,1,Pune
25288,Headphones,Electronics,37401,4,Mumbai
25289,Phone,Electronics,29876,4,Bangalore
25290,Laptop,Electronics,5020,4,Delhi
25291,Watch,Fashion,11288,5,Bangalore
25292,Laptop,Electronics,57699,4,Bangalore
25293,Tablet,Electronics,9010,3,Pune
25294,Laptop,Electronics,14280,5,Chennai
25295,Watch,Fashion,38446,2,Delhi
25296,Laptop,Electronics,47648,1,Kolkata
25297,Tablet,Electronics,34358,3,Bangalore
25298,Shoes,Fashion,534,1,Pune
25299,Headphones,Electronics,57241,3,Delhi
25300,Phone,Electronics,49687,3,Bangalore
25301,Shoes,Fashion,42356,1,Mumbai
25302,Phone,Electronics,47433,4,Delhi
25303,Watch,Fashion,20411,2,Chennai
25304,Phone,Electronics,23488,1,Chennai
25305,Laptop,Electronics,43189,3,Mumbai
25306,Tablet,Electronics,36456,5,Hyderabad
25307,Tablet,Electronics,4231,1,Bangalore
25308,Shoes,Fashion,46663,3,Kolkata
25309,Watch,Fashion,51705,4,Chennai
25310,Watch,Fashion,39637,3,Delhi
25311,Headphones,Electronics,31433,2,Hyderabad
25312,Laptop,Electronics,11952,5,Hyderabad
25313,Watch,Fashion,36361,1,Hyderabad
25314,Shoes,Fashion,48378,1,Pune
25315,Watch,Fashion,46972,4,Kolkata
25316,Headphones,Electronics,5090,4,Chennai
25317,Laptop,Electronics,2159,2,Mumbai
25318,Tablet,Electronics,10791,4,Delhi
25319,Laptop,Electronics,6812,4,Mumbai
25320,Tablet,Electronics,32948,2,Pune
25321,Tablet,Electronics,40913,1,Bangalore
25322,Tablet,Electronics,2658,3,Hyderabad
25323,Shoes,Fashion,26235,2,Hyderabad
25324,Laptop,Electronics,32693,1,Bangalore
25325,Laptop,Electronics,10840,1,Delhi
25326,Headphones,Electronics,59035,4,Delhi
25327,Tablet,Electronics,45016,2,Kolkata
25328,Tablet,Electronics,56587,3,Delhi
25329,Headphones,Electronics,25927,5,Delhi
25330,Tablet,Electronics,32081,4,Mumbai
25331,Phone,Electronics,1840,4,Delhi
25332,Laptop,Electronics,15101,2,Kolkata
25333,Tablet,Electronics,19277,3,Mumbai
25334,Tablet,Electronics,25627,5,Delhi
25335,Laptop,Electronics,11788,3,Mumbai
25336,Tablet,Electronics,2281,2,Pune
25337,Headphones,Electronics,41003,3,Delhi
25338,Tablet,Electronics,33051,5,Bangalore
25339,Laptop,Electronics,32240,4,Kolkata
25340,Headphones,Electronics,10114,5,Bangalore
25341,Watch,Fashion,59441,5,Bangalore
25342,Laptop,Electronics,31156,5,Mumbai
25343,Tablet,Electronics,20223,4,Kolkata
25344,Laptop,Electronics,38721,5,Mumbai
25345,Laptop,Electronics,45838,3,Bangalore
25346,Tablet,Electronics,2551,1,Kolkata
25347,Watch,Fashion,53854,5,Chennai
25348,Headphones,Electronics,21491,2,Chennai
25349,Shoes,Fashion,41732,1,Chennai
25350,Headphones,Electronics,59127,4,Chennai
25351,Laptop,Electronics,27414,2,Pune
25352,Shoes,Fashion,18524,3,Bangalore
25353,Shoes,Fashion,18080,1,Mumbai
25354,Watch,Fashion,43563,2,Chennai
25355,Phone,Electronics,53453,2,Mumbai
25356,Phone,Electronics,4117,1,Mumbai
25357,Shoes,Fashion,38330,1,Hyderabad
25358,Laptop,Electronics,1977,2,Hyderabad
25359,Phone,Electronics,57688,4,Mumbai
25360,Headphones,Electronics,56126,3,Bangalore
25361,Headphones,Electronics,49046,4,Delhi
25362,Headphones,Electronics,15049,1,Mumbai
25363,Headphones,Electronics,7108,1,Pune
25364,Phone,Electronics,48037,4,Chennai
25365,Headphones,Electronics,29450,4,Mumbai
25366,Shoes,Fashion,12672,1,Hyderabad
25367,Watch,Fashion,46746,1,Kolkata
25368,Headphones,Electronics,48888,2,Chennai
25369,Watch,Fashion,25451,4,Mumbai
25370,Watch,Fashion,8430,4,Delhi
25371,Tablet,Electronics,11226,2,Bangalore
25372,Shoes,Fashion,34774,2,Pune
25373,Tablet,Electronics,19441,4,Pune
25374,Headphones,Electronics,16473,4,Chennai
25375,Watch,Fashion,17884,1,Kolkata
25376,Laptop,Electronics,6913,1,Chennai
25377,Laptop,Electronics,3329,1,Chennai
25378,Shoes,Fashion,15515,5,Chennai
25379,Tablet,Electronics,53353,3,Delhi
25380,Watch,Fashion,45304,1,Delhi
25381,Tablet,Electronics,8650,2,Hyderabad
25382,Watch,Fashion,908,4,Pune
25383,Phone,Electronics,9658,2,Hyderabad
25384,Tablet,Electronics,26592,1,Kolkata
25385,Headphones,Electronics,18836,3,Bangalore
25386,Tablet,Electronics,46120,5,Pune
25387,Watch,Fashion,8680,2,Bangalore
25388,Laptop,Electronics,31968,5,Hyderabad
25389,Tablet,Electronics,19984,3,Mumbai
25390,Phone,Electronics,54234,1,Bangalore
25391,Laptop,Electronics,27528,4,Mumbai
25392,Shoes,Fashion,5837,2,Delhi
25393,Laptop,Electronics,45504,3,Pune
25394,Tablet,Electronics,54304,4,Hyderabad
25395,Tablet,Electronics,3414,2,Mumbai
25396,Headphones,Electronics,52766,2,Delhi
25397,Phone,Electronics,37066,3,Kolkata
25398,Tablet,Electronics,35516,5,Bangalore
25399,Tablet,Electronics,56376,5,Delhi
25400,Headphones,Electronics,32074,5,Mumbai
25401,Watch,Fashion,39492,3,Kolkata
25402,Shoes,Fashion,20222,2,Delhi
25403,Watch,Fashion,20192,4,Mumbai
25404,Shoes,Fashion,49259,1,Bangalore
25405,Headphones,Electronics,55008,3,Bangalore
25406,Phone,Electronics,38666,4,Kolkata
25407,Headphones,Electronics,12794,1,Hyderabad
25408,Phone,Electronics,13969,1,Delhi
25409,Headphones,Electronics,38584,1,Pune
25410,Shoes,Fashion,19334,2,Hyderabad
25411,Laptop,Electronics,25273,3,Hyderabad
25412,Shoes,Fashion,46835,1,Hyderabad
25413,Phone,Electronics,40806,3,Delhi
25414,Watch,Fashion,27885,1,Bangalore
25415,Laptop,Electronics,29952,2,Delhi
25416,Phone,Electronics,54136,4,Bangalore
25417,Tablet,Electronics,8821,4,Mumbai
25418,Shoes,Fashion,4040,1,Hyderabad
25419,Watch,Fashion,31569,5,Bangalore
25420,Laptop,Electronics,22193,3,Delhi
25421,Headphones,Electronics,10027,2,Bangalore
25422,Watch,Fashion,28825,3,Pune
25423,Tablet,Electronics,19014,4,Chennai
25424,Phone,Electronics,12868,1,Delhi
25425,Watch,Fashion,20168,5,Mumbai
25426,Shoes,Fashion,5894,1,Delhi
25427,Headphones,Electronics,10011,3,Bangalore
25428,Laptop,Electronics,30682,3,Pune
25429,Shoes,Fashion,28554,1,Kolkata
25430,Tablet,Electronics,1046,4,Mumbai
25431,Headphones,Electronics,11002,1,Bangalore
25432,Headphones,Electronics,7995,3,Pune
25433,Phone,Electronics,33266,3,Kolkata
25434,Headphones,Electronics,26854,3,Kolkata
25435,Watch,Fashion,59834,5,Chennai
25436,Headphones,Electronics,30721,1,Kolkata
25437,Phone,Electronics,25459,1,Chennai
25438,Shoes,Fashion,30062,2,Hyderabad
25439,Watch,Fashion,16496,1,Kolkata
25440,Laptop,Electronics,32088,3,Pune
25441,Tablet,Electronics,57973,5,Pune
25442,Shoes,Fashion,48648,5,Hyderabad
25443,Laptop,Electronics,37210,4,Hyderabad
25444,Tablet,Electronics,33483,1,Delhi
25445,Shoes,Fashion,16886,1,Hyderabad
25446,Watch,Fashion,4157,2,Pune
25447,Laptop,Electronics,47428,1,Chennai
25448,Shoes,Fashion,38119,2,Bangalore
25449,Watch,Fashion,23925,3,Bangalore
25450,Laptop,Electronics,50268,1,Bangalore
25451,Headphones,Electronics,32360,1,Delhi
25452,Watch,Fashion,16999,2,Hyderabad
25453,Shoes,Fashion,22787,3,Kolkata
25454,Laptop,Electronics,1910,2,Mumbai
25455,Tablet,Electronics,28334,3,Chennai
25456,Shoes,Fashion,28722,2,Delhi
25457,Headphones,Electronics,45757,5,Hyderabad
25458,Watch,Fashion,28529,5,Delhi
25459,Watch,Fashion,14042,1,Delhi
25460,Tablet,Electronics,16146,4,Kolkata
25461,Tablet,Electronics,3350,1,Delhi
25462,Headphones,Electronics,15830,4,Kolkata
25463,Phone,Electronics,59458,2,Bangalore
25464,Tablet,Electronics,3720,5,Pune
25465,Watch,Fashion,16821,1,Mumbai
25466,Tablet,Electronics,7355,3,Mumbai
25467,Shoes,Fashion,10833,5,Delhi
25468,Phone,Electronics,54720,5,Bangalore
25469,Watch,Fashion,4575,4,Chennai
25470,Phone,Electronics,24013,4,Kolkata
25471,Laptop,Electronics,59479,5,Mumbai
25472,Shoes,Fashion,37845,1,Chennai
25473,Shoes,Fashion,34399,4,Delhi
25474,Laptop,Electronics,38029,1,Hyderabad
25475,Headphones,Electronics,27101,2,Delhi
25476,Watch,Fashion,51867,3,Pune
25477,Shoes,Fashion,25710,3,Bangalore
25478,Watch,Fashion,24206,3,Pune
25479,Headphones,Electronics,59486,2,Delhi
25480,Phone,Electronics,9719,1,Kolkata
25481,Shoes,Fashion,33057,3,Kolkata
25482,Laptop,Electronics,15547,5,Mumbai
25483,Shoes,Fashion,10179,1,Chennai
25484,Laptop,Electronics,8173,2,Pune
25485,Headphones,Electronics,8458,3,Bangalore
25486,Headphones,Electronics,28022,1,Pune
25487,Tablet,Electronics,3634,1,Chennai
25488,Headphones,Electronics,58789,2,Mumbai
25489,Watch,Fashion,50361,1,Kolkata
25490,Shoes,Fashion,26061,1,Pune
25491,Tablet,Electronics,29457,5,Kolkata
25492,Laptop,Electronics,43903,5,Hyderabad
25493,Headphones,Electronics,57543,3,Delhi
25494,Phone,Electronics,13422,3,Chennai
25495,Phone,Electronics,54789,4,Delhi
25496,Phone,Electronics,53362,1,Delhi
25497,Shoes,Fashion,16462,4,Pune
25498,Laptop,Electronics,47339,5,Kolkata
25499,Shoes,Fashion,18297,1,Mumbai
25500,Tablet,Electronics,27481,1,Hyderabad
25501,Phone,Electronics,42980,5,Delhi
25502,Headphones,Electronics,51178,1,Kolkata
25503,Shoes,Fashion,41328,5,Mumbai
25504,Shoes,Fashion,31837,4,Delhi
25505,Phone,Electronics,3424,1,Kolkata
25506,Phone,Electronics,37196,4,Mumbai
25507,Laptop,Electronics,47955,1,Delhi
25508,Shoes,Fashion,507,4,Bangalore
25509,Phone,Electronics,39400,3,Bangalore
25510,Watch,Fashion,49121,4,Pune
25511,Shoes,Fashion,20027,4,Delhi
25512,Tablet,Electronics,54418,2,Bangalore
25513,Shoes,Fashion,38470,1,Chennai
25514,Shoes,Fashion,47275,4,Pune
25515,Laptop,Electronics,16490,2,Pune
25516,Tablet,Electronics,47142,2,Mumbai
25517,Phone,Electronics,47072,3,Bangalore
25518,Tablet,Electronics,10580,4,Chennai
25519,Phone,Electronics,51950,4,Mumbai
25520,Tablet,Electronics,12066,4,Mumbai
25521,Shoes,Fashion,22996,5,Pune
25522,Laptop,Electronics,10902,1,Bangalore
25523,Laptop,Electronics,42640,1,Delhi
25524,Phone,Electronics,8444,3,Bangalore
25525,Tablet,Electronics,11457,3,Bangalore
25526,Headphones,Electronics,29094,3,Delhi
25527,Phone,Electronics,42395,1,Mumbai
25528,Phone,Electronics,41600,3,Hyderabad
25529,Phone,Electronics,12574,3,Bangalore
25530,Headphones,Electronics,721,1,Kolkata
25531,Laptop,Electronics,16159,1,Hyderabad
25532,Headphones,Electronics,10261,5,Hyderabad
25533,Tablet,Electronics,45366,5,Pune
25534,Headphones,Electronics,26555,4,Delhi
25535,Shoes,Fashion,37518,3,Chennai
25536,Headphones,Electronics,4640,4,Bangalore
25537,Headphones,Electronics,12900,5,Chennai
25538,Shoes,Fashion,9460,4,Mumbai
25539,Shoes,Fashion,54863,4,Pune
25540,Headphones,Electronics,20917,4,Delhi
25541,Watch,Fashion,30396,2,Delhi
25542,Phone,Electronics,39950,2,Hyderabad
25543,Tablet,Electronics,8987,1,Bangalore
25544,Phone,Electronics,50276,1,Mumbai
25545,Tablet,Electronics,25990,5,Mumbai
25546,Watch,Fashion,25719,4,Hyderabad
25547,Headphones,Electronics,34417,1,Bangalore
25548,Watch,Fashion,8320,3,Bangalore
25549,Shoes,Fashion,51280,3,Kolkata
25550,Phone,Electronics,23138,1,Chennai
25551,Headphones,Electronics,36808,4,Kolkata
25552,Headphones,Electronics,2918,1,Hyderabad
25553,Phone,Electronics,21013,3,Kolkata
25554,Laptop,Electronics,11358,4,Bangalore
25555,Tablet,Electronics,56949,1,Delhi
25556,Tablet,Electronics,56650,5,Bangalore
25557,Watch,Fashion,21882,3,Bangalore
25558,Headphones,Electronics,57919,5,Hyderabad
25559,Headphones,Electronics,4225,2,Mumbai
25560,Tablet,Electronics,32873,4,Pune
25561,Headphones,Electronics,2075,1,Hyderabad
25562,Headphones,Electronics,11041,1,Hyderabad
25563,Phone,Electronics,21131,5,Hyderabad
25564,Watch,Fashion,6809,3,Delhi
25565,Tablet,Electronics,44615,3,Hyderabad
25566,Laptop,Electronics,10700,4,Delhi
25567,Tablet,Electronics,39739,2,Hyderabad
25568,Headphones,Electronics,29100,3,Bangalore
25569,Tablet,Electronics,55963,2,Kolkata
25570,Headphones,Electronics,47032,3,Hyderabad
25571,Watch,Fashion,33280,5,Bangalore
25572,Laptop,Electronics,10901,2,Mumbai
25573,Laptop,Electronics,12045,3,Delhi
25574,Laptop,Electronics,56127,4,Kolkata
25575,Phone,Electronics,55147,3,Pune
25576,Watch,Fashion,24294,4,Pune
25577,Tablet,Electronics,51004,1,Bangalore
25578,Shoes,Fashion,22265,2,Delhi
25579,Shoes,Fashion,55707,5,Pune
25580,Headphones,Electronics,48049,2,Pune
25581,Laptop,Electronics,42628,4,Mumbai
25582,Headphones,Electronics,5220,1,Mumbai
25583,Watch,Fashion,57230,4,Hyderabad
25584,Tablet,Electronics,51061,2,Mumbai
25585,Tablet,Electronics,20516,2,Kolkata
25586,Laptop,Electronics,28243,3,Bangalore
25587,Shoes,Fashion,57214,3,Hyderabad
25588,Headphones,Electronics,54062,3,Mumbai
25589,Laptop,Electronics,39320,2,Hyderabad
25590,Headphones,Electronics,9509,4,Bangalore
25591,Tablet,Electronics,37370,3,Pune
25592,Headphones,Electronics,32406,4,Kolkata
25593,Phone,Electronics,32880,3,Kolkata
25594,Phone,Electronics,689,4,Hyderabad
25595,Phone,Electronics,15988,5,Kolkata
25596,Shoes,Fashion,21061,2,Delhi
25597,Watch,Fashion,36841,3,Delhi
25598,Shoes,Fashion,59733,1,Kolkata
25599,Shoes,Fashion,2645,3,Mumbai
25600,Headphones,Electronics,4086,1,Chennai
25601,Laptop,Electronics,56611,5,Hyderabad
25602,Headphones,Electronics,13720,4,Hyderabad
25603,Phone,Electronics,17535,3,Delhi
25604,Tablet,Electronics,27467,4,Pune
25605,Tablet,Electronics,37596,1,Chennai
25606,Laptop,Electronics,15170,4,Delhi
25607,Watch,Fashion,5267,2,Chennai
25608,Watch,Fashion,41001,1,Bangalore
25609,Laptop,Electronics,54003,3,Bangalore
25610,Headphones,Electronics,42364,1,Bangalore
25611,Watch,Fashion,10338,2,Pune
25612,Laptop,Electronics,57551,4,Hyderabad
25613,Laptop,Electronics,56363,5,Mumbai
25614,Headphones,Electronics,25897,5,Chennai
25615,Tablet,Electronics,30227,2,Kolkata
25616,Laptop,Electronics,27943,4,Kolkata
25617,Tablet,Electronics,22155,2,Bangalore
25618,Headphones,Electronics,18289,4,Pune
25619,Shoes,Fashion,40934,3,Hyderabad
25620,Watch,Fashion,52084,2,Bangalore
25621,Laptop,Electronics,7712,3,Pune
25622,Phone,Electronics,25735,3,Hyderabad
25623,Tablet,Electronics,3955,1,Hyderabad
25624,Headphones,Electronics,1702,3,Mumbai
25625,Phone,Electronics,59552,4,Pune
25626,Tablet,Electronics,52104,2,Hyderabad
25627,Headphones,Electronics,33653,4,Mumbai
25628,Headphones,Electronics,37436,1,Delhi
25629,Laptop,Electronics,55951,4,Kolkata
25630,Phone,Electronics,30982,1,Hyderabad
25631,Watch,Fashion,34632,3,Mumbai
25632,Laptop,Electronics,56824,2,Chennai
25633,Headphones,Electronics,6693,1,Mumbai
25634,Headphones,Electronics,25151,1,Delhi
25635,Phone,Electronics,1723,3,Chennai
25636,Tablet,Electronics,19404,1,Delhi
25637,Watch,Fashion,44090,1,Pune
25638,Headphones,Electronics,36890,3,Bangalore
25639,Shoes,Fashion,44433,2,Hyderabad
25640,Phone,Electronics,40191,1,Bangalore
25641,Watch,Fashion,16009,3,Kolkata
25642,Laptop,Electronics,31203,2,Chennai
25643,Tablet,Electronics,20471,1,Kolkata
25644,Shoes,Fashion,5874,5,Kolkata
25645,Laptop,Electronics,5324,4,Hyderabad
25646,Headphones,Electronics,38881,4,Pune
25647,Phone,Electronics,36220,1,Delhi
25648,Headphones,Electronics,37044,3,Bangalore
25649,Laptop,Electronics,43132,5,Chennai
25650,Laptop,Electronics,2943,3,Mumbai
25651,Phone,Electronics,24551,2,Chennai
25652,Laptop,Electronics,19383,4,Delhi
25653,Headphones,Electronics,24454,4,Kolkata
25654,Watch,Fashion,8138,3,Hyderabad
25655,Tablet,Electronics,4848,4,Kolkata
25656,Laptop,Electronics,39343,4,Kolkata
25657,Phone,Electronics,37659,2,Hyderabad
25658,Watch,Fashion,9350,2,Pune
25659,Phone,Electronics,20869,5,Pune
25660,Laptop,Electronics,18328,2,Chennai
25661,Watch,Fashion,15772,3,Hyderabad
25662,Laptop,Electronics,58606,3,Hyderabad
25663,Phone,Electronics,1070,4,Chennai
25664,Phone,Electronics,14970,1,Chennai
25665,Laptop,Electronics,5438,2,Delhi
25666,Headphones,Electronics,53299,1,Bangalore
25667,Watch,Fashion,20383,2,Mumbai
25668,Laptop,Electronics,35379,4,Delhi
25669,Tablet,Electronics,56064,2,Kolkata
25670,Shoes,Fashion,53113,1,Pune
25671,Tablet,Electronics,43417,1,Chennai
25672,Tablet,Electronics,45143,1,Kolkata
25673,Shoes,Fashion,43130,5,Kolkata
25674,Shoes,Fashion,9828,4,Pune
25675,Laptop,Electronics,51780,3,Delhi
25676,Tablet,Electronics,28532,1,Bangalore
25677,Tablet,Electronics,45696,5,Pune
25678,Watch,Fashion,56025,5,Chennai
25679,Watch,Fashion,41509,2,Bangalore
25680,Phone,Electronics,12917,3,Delhi
25681,Shoes,Fashion,50765,3,Mumbai
25682,Watch,Fashion,50086,4,Pune
25683,Phone,Electronics,9466,2,Bangalore
25684,Shoes,Fashion,22270,2,Kolkata
25685,Shoes,Fashion,5648,5,Mumbai
25686,Shoes,Fashion,18266,5,Delhi
25687,Phone,Electronics,55718,5,Hyderabad
25688,Laptop,Electronics,17511,4,Kolkata
25689,Headphones,Electronics,25767,3,Bangalore
25690,Headphones,Electronics,30127,4,Chennai
25691,Tablet,Electronics,28305,3,Bangalore
25692,Shoes,Fashion,40243,1,Hyderabad
25693,Watch,Fashion,45753,3,Bangalore
25694,Laptop,Electronics,23620,5,Bangalore
25695,Shoes,Fashion,20934,3,Chennai
25696,Phone,Electronics,40287,5,Hyderabad
25697,Tablet,Electronics,8835,5,Bangalore
25698,Shoes,Fashion,31494,3,Bangalore
25699,Tablet,Electronics,58581,5,Delhi
25700,Tablet,Electronics,41806,2,Hyderabad
25701,Laptop,Electronics,47335,1,Bangalore
25702,Watch,Fashion,15549,5,Mumbai
25703,Tablet,Electronics,45175,3,Kolkata
25704,Headphones,Electronics,4470,4,Delhi
25705,Watch,Fashion,49168,3,Mumbai
25706,Headphones,Electronics,42186,4,Chennai
25707,Phone,Electronics,21810,4,Mumbai
25708,Watch,Fashion,21381,5,Delhi
25709,Shoes,Fashion,44092,5,Pune
25710,Phone,Electronics,45182,2,Hyderabad
25711,Laptop,Electronics,22607,2,Kolkata
25712,Watch,Fashion,38221,4,Kolkata
25713,Phone,Electronics,52597,1,Delhi
25714,Watch,Fashion,33849,4,Bangalore
25715,Headphones,Electronics,14591,5,Chennai
25716,Phone,Electronics,39743,5,Mumbai
25717,Headphones,Electronics,57534,2,Mumbai
25718,Shoes,Fashion,31344,5,Bangalore
25719,Laptop,Electronics,30924,2,Chennai
25720,Watch,Fashion,54230,4,Bangalore
25721,Laptop,Electronics,7330,1,Bangalore
25722,Watch,Fashion,11318,4,Pune
25723,Tablet,Electronics,16250,3,Delhi
25724,Headphones,Electronics,51462,2,Pune
25725,Phone,Electronics,43006,1,Mumbai
25726,Watch,Fashion,18122,3,Mumbai
25727,Laptop,Electronics,6978,4,Delhi
25728,Phone,Electronics,48976,4,Kolkata
25729,Shoes,Fashion,32365,2,Mumbai
25730,Watch,Fashion,47065,3,Mumbai
25731,Headphones,Electronics,53445,3,Mumbai
25732,Tablet,Electronics,20968,5,Mumbai
25733,Phone,Electronics,17517,5,Hyderabad
25734,Laptop,Electronics,34831,3,Pune
25735,Laptop,Electronics,9163,4,Delhi
25736,Phone,Electronics,1015,5,Hyderabad
25737,Shoes,Fashion,44411,1,Delhi
25738,Tablet,Electronics,12150,4,Bangalore
25739,Watch,Fashion,36226,5,Delhi
25740,Phone,Electronics,40287,5,Kolkata
25741,Headphones,Electronics,57798,4,Pune
25742,Laptop,Electronics,12631,1,Pune
25743,Shoes,Fashion,1338,2,Mumbai
25744,Headphones,Electronics,6874,4,Kolkata
25745,Headphones,Electronics,48409,4,Pune
25746,Phone,Electronics,15315,3,Kolkata
25747,Phone,Electronics,42148,2,Pune
25748,Headphones,Electronics,34435,3,Bangalore
25749,Tablet,Electronics,38606,2,Mumbai
25750,Tablet,Electronics,9608,5,Kolkata
25751,Shoes,Fashion,7726,2,Delhi
25752,Headphones,Electronics,7130,4,Hyderabad
25753,Headphones,Electronics,57503,2,Kolkata
25754,Headphones,Electronics,23283,2,Delhi
25755,Tablet,Electronics,26532,2,Chennai
25756,Tablet,Electronics,11809,4,Bangalore
25757,Tablet,Electronics,34555,4,Bangalore
25758,Phone,Electronics,10344,5,Pune
25759,Watch,Fashion,8732,1,Kolkata
25760,Shoes,Fashion,7347,3,Pune
25761,Phone,Electronics,46250,1,Chennai
25762,Phone,Electronics,54791,2,Kolkata
25763,Laptop,Electronics,21224,4,Kolkata
25764,Laptop,Electronics,19022,5,Pune
25765,Laptop,Electronics,51775,5,Chennai
25766,Headphones,Electronics,3689,2,Delhi
25767,Laptop,Electronics,10938,2,Delhi
25768,Laptop,Electronics,24297,4,Bangalore
25769,Phone,Electronics,43792,5,Mumbai
25770,Shoes,Fashion,37330,4,Chennai
25771,Tablet,Electronics,23791,2,Chennai
25772,Headphones,Electronics,34463,1,Hyderabad
25773,Phone,Electronics,5268,1,Pune
25774,Tablet,Electronics,49323,3,Bangalore
25775,Headphones,Electronics,7265,2,Chennai
25776,Phone,Electronics,48612,3,Chennai
25777,Laptop,Electronics,33834,4,Pune
25778,Tablet,Electronics,46887,3,Mumbai
25779,Shoes,Fashion,49649,5,Mumbai
25780,Laptop,Electronics,30654,2,Chennai
25781,Laptop,Electronics,50610,4,Chennai
25782,Headphones,Electronics,33791,4,Mumbai
25783,Tablet,Electronics,54054,1,Kolkata
25784,Headphones,Electronics,6191,5,Kolkata
25785,Shoes,Fashion,53587,2,Kolkata
25786,Shoes,Fashion,2650,5,Hyderabad
25787,Tablet,Electronics,43940,3,Bangalore
25788,Phone,Electronics,58509,2,Mumbai
25789,Laptop,Electronics,56413,2,Hyderabad
25790,Shoes,Fashion,9421,5,Mumbai
25791,Watch,Fashion,8228,3,Hyderabad
25792,Phone,Electronics,40691,3,Chennai
25793,Tablet,Electronics,30785,2,Chennai
25794,Phone,Electronics,36526,1,Delhi
25795,Headphones,Electronics,50944,4,Mumbai
25796,Shoes,Fashion,54622,3,Mumbai
25797,Shoes,Fashion,30603,2,Chennai
25798,Phone,Electronics,16247,3,Delhi
25799,Tablet,Electronics,15150,5,Chennai
25800,Headphones,Electronics,27905,5,Chennai
25801,Laptop,Electronics,17405,3,Chennai
25802,Watch,Fashion,50368,2,Delhi
25803,Headphones,Electronics,8619,1,Mumbai
25804,Watch,Fashion,38434,4,Pune
25805,Phone,Electronics,47176,1,Bangalore
25806,Headphones,Electronics,12322,1,Pune
25807,Laptop,Electronics,57570,3,Delhi
25808,Watch,Fashion,14899,5,Hyderabad
25809,Phone,Electronics,39642,2,Hyderabad
25810,Watch,Fashion,50850,2,Mumbai
25811,Phone,Electronics,41912,2,Hyderabad
25812,Shoes,Fashion,35331,3,Bangalore
25813,Laptop,Electronics,48577,4,Kolkata
25814,Watch,Fashion,44458,4,Chennai
25815,Phone,Electronics,34515,3,Mumbai
25816,Shoes,Fashion,43014,2,Pune
25817,Headphones,Electronics,36230,1,Kolkata
25818,Watch,Fashion,45311,3,Hyderabad
25819,Phone,Electronics,2910,1,Kolkata
25820,Laptop,Electronics,26499,2,Bangalore
25821,Phone,Electronics,57315,3,Mumbai
25822,Phone,Electronics,5750,3,Bangalore
25823,Laptop,Electronics,3184,1,Delhi
25824,Shoes,Fashion,41030,2,Delhi
25825,Phone,Electronics,10056,2,Hyderabad
25826,Laptop,Electronics,59008,1,Pune
25827,Laptop,Electronics,6579,4,Kolkata
25828,Tablet,Electronics,39473,4,Chennai
25829,Laptop,Electronics,47713,4,Bangalore
25830,Phone,Electronics,39164,4,Pune
25831,Headphones,Electronics,9078,2,Hyderabad
25832,Watch,Fashion,6440,2,Mumbai
25833,Tablet,Electronics,33317,2,Mumbai
25834,Headphones,Electronics,58098,2,Pune
25835,Shoes,Fashion,37037,3,Hyderabad
25836,Watch,Fashion,49323,2,Pune
25837,Shoes,Fashion,31753,2,Chennai
25838,Phone,Electronics,56867,3,Pune
25839,Phone,Electronics,32838,4,Mumbai
25840,Shoes,Fashion,32926,2,Chennai
25841,Tablet,Electronics,8272,4,Hyderabad
25842,Laptop,Electronics,5694,1,Kolkata
25843,Laptop,Electronics,8317,4,Kolkata
25844,Tablet,Electronics,23499,3,Pune
25845,Watch,Fashion,23255,4,Mumbai
25846,Tablet,Electronics,13191,3,Chennai
25847,Laptop,Electronics,37380,1,Mumbai
25848,Shoes,Fashion,7845,1,Chennai
25849,Phone,Electronics,58907,3,Mumbai
25850,Watch,Fashion,28882,5,Chennai
25851,Headphones,Electronics,21314,2,Chennai
25852,Headphones,Electronics,57045,1,Hyderabad
25853,Watch,Fashion,45108,2,Bangalore
25854,Watch,Fashion,3294,1,Bangalore
25855,Phone,Electronics,27888,1,Kolkata
25856,Phone,Electronics,9576,3,Chennai
25857,Phone,Electronics,58456,3,Pune
25858,Watch,Fashion,11307,3,Pune
25859,Watch,Fashion,9430,2,Chennai
25860,Phone,Electronics,3649,2,Hyderabad
25861,Shoes,Fashion,8600,3,Chennai
25862,Phone,Electronics,24540,2,Delhi
25863,Shoes,Fashion,22629,4,Hyderabad
25864,Phone,Electronics,55437,1,Mumbai
25865,Laptop,Electronics,14518,2,Bangalore
25866,Tablet,Electronics,54362,1,Pune
25867,Phone,Electronics,58574,2,Bangalore
25868,Shoes,Fashion,8055,5,Hyderabad
25869,Tablet,Electronics,57503,1,Pune
25870,Shoes,Fashion,49480,5,Pune
25871,Tablet,Electronics,7762,5,Pune
25872,Shoes,Fashion,22087,4,Hyderabad
25873,Laptop,Electronics,11842,2,Kolkata
25874,Watch,Fashion,6974,4,Hyderabad
25875,Watch,Fashion,12762,1,Bangalore
25876,Laptop,Electronics,31319,1,Mumbai
25877,Phone,Electronics,24548,5,Pune
25878,Watch,Fashion,23597,5,Mumbai
25879,Phone,Electronics,28226,4,Pune
